"region","name","alpha_D","alpha_H","beta17","beta18","beta19","beta20","beta21","beta22","beta23","beta24","eps","m_CHR","m_CHW","mu_D","mu_D_2","mu_gamma_H","mu_gamma_H_2","mu_gamma_H_3","p_G_D","p_G_D_CHR","p_H","p_H_2","p_H_3","p_H_D","p_ICU","p_ICU_2","p_ICU_D","p_NC","p_NC_weekend","p_W_D","rho_pillar2_tests","strain_seed_date","strain_transmission_2"
"east_of_england","alpha_D",0.0375585893590231,-1.26164917103354e-06,0.000150172408248744,-9.75245230484285e-06,0.000109573097549879,-0.00024933959110127,2.85031122637064e-05,-0.000323891056376292,8.50203971521137e-05,-0.00042235812881402,-0.00167015163466961,6.83463025346638e-08,-5.7322737073663e-09,0.00068418138477192,0.000135391529738242,0.00163035282654539,0.000480105389834848,-0.000918552894955802,-5.64056621038592e-05,0.00457003592163723,-0.00200824624429251,-0.0026742867598505,0.00183000587274284,0.000271494577055306,-0.00261669480329255,-0.000323366906417914,-0.000543808202839058,-5.68395622380937e-06,-3.05058691854265e-06,-0.000783243406904938,-0.000111591808969325,0.0264509212611453,0.00490632560216258
"east_of_england","alpha_H",-1.26164917103354e-06,2.43644262576532e-06,-2.14032075397674e-07,1.63222411927337e-07,5.86181333830766e-07,-7.10662822058389e-07,-3.00582976228204e-07,6.72984655626777e-08,-5.61402880654713e-07,1.09816641920377e-06,-6.70205445660099e-05,-8.08238888176202e-11,-4.79615058593564e-10,3.79961481532776e-06,-9.12054762013297e-06,1.22953694949261e-05,-6.49176363332854e-06,4.01764335430877e-06,1.01977723187688e-06,-1.21658758741718e-05,-7.88588544306594e-06,2.47202574861894e-05,4.99030066326479e-06,-1.00086708279352e-05,-1.18031746245828e-05,1.35149620870007e-06,4.08347772690972e-06,-1.18761719054625e-08,5.24216289948727e-08,3.33365672735633e-06,1.55560225376296e-07,-0.000111069845097708,1.290492631445e-06
"east_of_england","beta17",0.000150172408248744,-2.14032075397674e-07,6.28024691176005e-06,-1.12307279579878e-06,-1.02086305170341e-06,-2.95424216612915e-07,-2.34986202497555e-06,-5.33398139148079e-06,2.51177140539954e-06,-3.58875605015962e-06,6.72262495551226e-05,1.10569693085071e-09,1.24876897497634e-09,5.47990766650076e-06,1.22591646162924e-06,-3.56635342200264e-05,-1.30602473497126e-05,-1.98509073313084e-05,-3.22129702597482e-06,8.02692569607173e-05,-2.11105891464886e-05,-2.61013448438144e-05,1.50771176328339e-08,-2.42189025411313e-05,-3.70915228215641e-05,-3.7503327934766e-06,7.58666980745691e-05,6.94319715299544e-08,5.85486314695294e-08,-0.000106839623332153,3.20789681944799e-08,-0.00155402528756982,6.42216265842828e-05
"east_of_england","beta18",-9.75245230484285e-06,1.63222411927337e-07,-1.12307279579878e-06,7.81895850912188e-06,-8.95981865428454e-06,4.61219750326625e-06,-1.67976299103684e-06,2.20244807789666e-06,2.44738600797641e-07,7.88567809908217e-07,-0.000266235155547251,4.76977808055989e-10,-3.9462444916857e-10,1.25519518931595e-05,-6.67214758352344e-05,7.46773665612849e-05,1.37844591438475e-05,-4.99416751577296e-06,-1.13821639942599e-06,4.03329724330532e-05,-1.85413679975442e-05,-1.99311449271028e-05,1.5977204746819e-06,3.40772121782603e-06,2.57804827285032e-05,-4.47205374279819e-06,2.92329759470433e-05,9.81489509826274e-09,3.52206359259745e-08,-6.03223066260991e-05,5.12473272073501e-07,-0.00172714116136954,-9.64104268289339e-06
"east_of_england","beta19",0.000109573097549879,5.86181333830766e-07,-1.02086305170341e-06,-8.95981865428454e-06,1.7333799777978e-05,-8.1776181411486e-06,2.1063491497441e-06,-3.64092959005297e-06,3.32723745080472e-06,-3.55877066338771e-06,0.000498389820123992,-1.99523208644987e-09,-1.45621335326404e-09,-2.60721491909116e-05,0.000106672105102349,-6.23202138688793e-05,-6.84114405635565e-07,-3.2932083292245e-06,1.03188945265783e-05,-6.30314390791754e-05,2.25525781446733e-05,3.20725484351329e-05,-1.31501549983137e-05,1.14290462153289e-05,-6.10657878683367e-05,1.83695320619263e-07,-9.60718014998006e-05,-3.20629467607537e-08,-7.25868694793453e-08,0.000119184939828835,-6.26061724821235e-07,0.00343944486671679,2.18456955869891e-05
"east_of_england","beta20",-0.00024933959110127,-7.10662822058389e-07,-2.95424216612915e-07,4.61219750326625e-06,-8.1776181411486e-06,1.17945056778619e-05,-2.61326778549893e-06,8.23465768408109e-06,9.62321857023939e-06,5.47479359204921e-06,-0.000191181450512862,-2.58648932973792e-10,2.07335960613015e-09,2.11646364854393e-05,5.20678877539531e-05,0.000105711971776637,7.82146245984424e-06,-2.02724708470292e-06,1.73228730881895e-06,6.58661450795957e-05,1.04325334843966e-05,-9.77929875525027e-05,-2.00586566224321e-05,-2.81858671008333e-05,0.000105484497827987,-4.67459424955199e-07,1.22552511421018e-05,1.092895819992e-07,1.56067181804686e-07,-2.42396668767661e-06,8.66043090876007e-07,-0.00251849478013611,-0.00015095163140707
"east_of_england","beta21",2.85031122637064e-05,-3.00582976228204e-07,-2.34986202497555e-06,-1.67976299103684e-06,2.1063491497441e-06,-2.61326778549893e-06,9.24275785782448e-06,1.57572400557046e-06,-4.62136579722753e-06,5.46047019678363e-06,8.27281958535404e-05,-1.26561258115762e-10,-1.22226777193612e-10,-4.08116785621867e-05,2.35439722232695e-06,-1.07179744179326e-05,8.78403804542465e-06,1.16957004539126e-06,-3.108636144893e-06,-5.58893196413841e-05,2.57015346880328e-05,2.20702252541624e-05,1.1165799646352e-06,3.20620498037368e-05,-1.00553688186364e-05,7.90137564551732e-06,-2.96834616591642e-05,2.40434271210311e-08,-5.17530793925595e-08,-4.40086492949182e-05,-1.15522504106493e-06,0.000187179754642012,-0.000103713724795262
"east_of_england","beta22",-0.000323891056376292,6.72984655626777e-08,-5.33398139148079e-06,2.20244807789666e-06,-3.64092959005297e-06,8.23465768408109e-06,1.57572400557046e-06,3.28230761228755e-05,1.72835350023457e-06,4.12663536608095e-06,-0.000590734064708661,-3.17290534538816e-10,4.1328232503051e-09,7.98403513560376e-06,-2.41229731105738e-05,7.20027075313414e-05,2.75143780824717e-05,3.65141719098312e-05,1.66007113392934e-05,1.52028944269619e-06,3.70955381084721e-05,-3.94007039375753e-05,1.72204767589471e-05,-5.3887524366377e-05,0.000144840366457151,3.21772968940396e-06,2.45533374406493e-05,-8.58329901849593e-08,-8.8960346309846e-08,0.000188937708756487,5.91685173253534e-07,-0.000306559912613727,-0.000249372414602782
"east_of_england","beta23",8.50203971521137e-05,-5.61402880654713e-07,2.51177140539954e-06,2.44738600797641e-07,3.32723745080472e-06,9.62321857023939e-06,-4.62136579722753e-06,1.72835350023457e-06,4.66216289682749e-05,-2.22061065337452e-06,-7.88553467214107e-05,-1.62523406563242e-09,9.53576054009325e-10,2.25382099675549e-05,0.000278789095904166,0.000221152979491809,-3.70278931612738e-05,-2.47424941960543e-05,5.23698001270699e-06,0.000171480261415454,2.91265672200797e-05,-0.000343830841556796,-6.16089894153736e-05,-4.03114824136042e-05,0.000106065571830947,-9.85253468366274e-06,-0.000170649330711832,6.36607818971813e-08,2.04113020083084e-07,-4.22928104327873e-05,5.98176078399403e-07,-0.00464578358617084,-0.000215809073981902
"east_of_england","beta24",-0.00042235812881402,1.09816641920377e-06,-3.58875605015962e-06,7.88567809908217e-07,-3.55877066338771e-06,5.47479359204921e-06,5.46047019678363e-06,4.12663536608095e-06,-2.22061065337452e-06,3.19857035285235e-05,-0.000108733333301449,1.06689064467652e-09,5.21669231243946e-10,-2.79763386368216e-05,-1.10205865798851e-05,-4.72301685105738e-05,-1.57345686729618e-05,2.22277848795965e-06,2.22728457224097e-06,-4.43452166456079e-05,5.65355225783897e-05,7.71592260576054e-05,-7.82901697373943e-06,8.50415459717801e-06,0.000109514501670609,1.26768138704618e-05,0.000103680769355319,2.88112712729555e-07,1.34124111411524e-07,-1.97184888802631e-05,8.37114041017059e-07,-0.00319383960204914,-0.000221848890598079
