"date","region","vaccine","age_band_min","age_band_max","first_dose","second_dose"
2021-04-25,"Wales","Pfizer",30,34,166,0
2021-04-25,"Wales","Pfizer",35,39,963,18
2021-04-25,"Wales","Pfizer",40,44,72,16
2021-04-25,"Wales","Pfizer",45,49,60,30
2021-04-25,"Wales","Pfizer",50,54,18,38
2021-04-25,"Wales","Pfizer",55,59,27,55
2021-04-25,"Wales","Pfizer",60,64,0,52
2021-04-25,"Wales","Pfizer",65,69,0,95
2021-04-25,"Wales","Pfizer",70,74,0,605
2021-04-25,"Wales","AZ",15,19,0,0
2021-04-25,"Wales","AZ",75,79,0,310
2021-04-25,"Wales","Pfizer",75,79,0,96
2021-04-25,"Wales","Pfizer",80,120,0,0
2021-04-26,"East of England","AZ",15,19,0,53
2021-04-26,"East of England","AZ",20,24,16,238
2021-04-26,"East of England","AZ",25,29,30,344
2021-04-26,"East of England","AZ",30,34,298,393
2021-04-26,"East of England","AZ",35,39,746,429
2021-04-26,"East of England","AZ",40,44,1613,530
2021-04-26,"East of England","AZ",45,49,5888,711
2021-04-26,"East of England","AZ",50,54,244,1024
2021-04-26,"East of England","AZ",55,59,117,1329
2021-04-26,"East of England","AZ",60,64,56,1504
2021-04-26,"East of England","AZ",65,69,42,4646
2021-04-26,"East of England","AZ",70,74,30,7888
2021-04-26,"East of England","AZ",75,79,21,2218
2021-04-26,"East of England","AZ",80,120,16,1051
2021-04-26,"East of England","Moderna",15,19,0,0
2021-04-26,"East of England","Moderna",20,24,15,0
2021-04-26,"East of England","Moderna",25,29,36,0
2021-04-26,"East of England","Moderna",30,34,12,0
2021-04-26,"East of England","Moderna",35,39,17,0
2021-04-26,"East of England","Moderna",40,44,82,0
2021-04-26,"East of England","Moderna",45,49,101,0
2021-04-26,"East of England","Moderna",50,54,0,0
2021-04-26,"East of England","Moderna",55,59,0,0
2021-04-26,"East of England","Moderna",75,79,0,0
2021-04-26,"East of England","Pfizer",15,19,21,87
2021-04-26,"East of England","Pfizer",20,24,24,224
2021-04-26,"East of England","Pfizer",25,29,20,301
2021-04-26,"East of England","Pfizer",30,34,23,316
2021-04-26,"East of England","Pfizer",35,39,11,320
2021-04-26,"East of England","Pfizer",40,44,31,325
2021-04-26,"East of England","Pfizer",45,49,82,409
2021-04-26,"East of England","Pfizer",50,54,0,494
2021-04-26,"East of England","Pfizer",55,59,0,589
2021-04-26,"East of England","Pfizer",60,64,0,808
2021-04-26,"East of England","Pfizer",65,69,0,1353
2021-04-26,"East of England","Pfizer",70,74,0,2232
2021-04-26,"East of England","Pfizer",75,79,0,606
2021-04-26,"East of England","Pfizer",80,120,0,193
2021-04-26,"East of England",NA,25,29,0,0
2021-04-26,"East of England",NA,30,34,0,0
2021-04-26,"East of England",NA,35,39,0,0
2021-04-26,"East of England",NA,45,49,0,0
2021-04-26,"East of England",NA,50,54,0,0
2021-04-26,"East of England",NA,55,59,0,0
2021-04-26,"East of England",NA,60,64,0,0
2021-04-26,"East of England",NA,65,69,0,0
2021-04-26,"East of England",NA,NA,NA,0,0
2021-04-26,"London","AZ",15,19,0,42
2021-04-26,"London","AZ",20,24,34,253
2021-04-26,"London","AZ",25,29,85,365
2021-04-26,"London","AZ",30,34,492,492
2021-04-26,"London","AZ",35,39,700,577
2021-04-26,"London","AZ",40,44,2136,753
2021-04-26,"London","AZ",45,49,4459,932
2021-04-26,"London","AZ",50,54,366,1598
2021-04-26,"London","AZ",55,59,241,2606
2021-04-26,"London","AZ",60,64,123,2899
2021-04-26,"London","AZ",65,69,87,3376
2021-04-26,"London","AZ",70,74,43,2470
2021-04-26,"London","AZ",75,79,24,889
2021-04-26,"London","AZ",80,120,39,965
2021-04-26,"London","Moderna",15,19,36,0
2021-04-26,"London","Moderna",20,24,175,0
2021-04-26,"London","Moderna",25,29,210,0
2021-04-26,"London","Moderna",30,34,56,0
2021-04-26,"London","Moderna",35,39,54,0
2021-04-26,"London","Moderna",40,44,247,0
2021-04-26,"London","Moderna",45,49,467,0
2021-04-26,"London","Moderna",50,54,53,0
2021-04-26,"London","Moderna",55,59,18,0
2021-04-26,"London","Moderna",60,64,12,0
2021-04-26,"London","Moderna",65,69,10,0
2021-04-26,"London","Moderna",70,74,0,0
2021-04-26,"London","Moderna",80,120,0,0
2021-04-26,"London","Pfizer",15,19,13,53
2021-04-26,"London","Pfizer",20,24,44,148
2021-04-26,"London","Pfizer",25,29,63,238
2021-04-26,"London","Pfizer",30,34,51,271
2021-04-26,"London","Pfizer",35,39,42,402
2021-04-26,"London","Pfizer",40,44,29,513
2021-04-26,"London","Pfizer",45,49,26,711
2021-04-26,"London","Pfizer",50,54,11,867
2021-04-26,"London","Pfizer",55,59,0,780
2021-04-26,"London","Pfizer",60,64,0,1204
2021-04-26,"London","Pfizer",65,69,0,1056
2021-04-26,"London","Pfizer",70,74,0,445
2021-04-26,"London","Pfizer",75,79,0,149
2021-04-26,"London","Pfizer",80,120,0,103
2021-04-26,"London",NA,50,54,0,0
2021-04-26,"London","Pfizer",10,14,0,0
2021-04-26,"London",NA,25,29,0,0
2021-04-26,"London",NA,35,39,0,0
2021-04-26,"London",NA,55,59,0,0
2021-04-26,"London",NA,60,64,0,0
2021-04-26,"London",NA,65,69,0,0
2021-04-26,"London",NA,NA,NA,0,0
2021-04-26,"Midlands","AZ",15,19,0,108
2021-04-26,"Midlands","AZ",20,24,25,493
2021-04-26,"Midlands","AZ",25,29,51,573
2021-04-26,"Midlands","AZ",30,34,246,694
2021-04-26,"Midlands","AZ",35,39,406,798
2021-04-26,"Midlands","AZ",40,44,2759,1018
2021-04-26,"Midlands","AZ",45,49,2866,1301
2021-04-26,"Midlands","AZ",50,54,252,1718
2021-04-26,"Midlands","AZ",55,59,130,2198
2021-04-26,"Midlands","AZ",60,64,60,2463
2021-04-26,"Midlands","AZ",65,69,54,9282
2021-04-26,"Midlands","AZ",70,74,40,19186
2021-04-26,"Midlands","AZ",75,79,22,3266
2021-04-26,"Midlands","AZ",80,120,24,1803
2021-04-26,"Midlands","Moderna",15,19,10,0
2021-04-26,"Midlands","Moderna",20,24,53,0
2021-04-26,"Midlands","Moderna",25,29,44,0
2021-04-26,"Midlands","Moderna",30,34,24,0
2021-04-26,"Midlands","Moderna",35,39,15,0
2021-04-26,"Midlands","Moderna",40,44,86,0
2021-04-26,"Midlands","Moderna",45,49,532,0
2021-04-26,"Midlands","Moderna",50,54,27,0
2021-04-26,"Midlands","Moderna",55,59,0,0
2021-04-26,"Midlands","Moderna",60,64,0,0
2021-04-26,"Midlands","Moderna",65,69,0,0
2021-04-26,"Midlands","Pfizer",15,19,74,61
2021-04-26,"Midlands","Pfizer",20,24,162,260
2021-04-26,"Midlands","Pfizer",25,29,162,298
2021-04-26,"Midlands","Pfizer",30,34,58,313
2021-04-26,"Midlands","Pfizer",35,39,50,337
2021-04-26,"Midlands","Pfizer",40,44,127,337
2021-04-26,"Midlands","Pfizer",45,49,33,403
2021-04-26,"Midlands","Pfizer",50,54,0,491
2021-04-26,"Midlands","Pfizer",55,59,13,606
2021-04-26,"Midlands","Pfizer",60,64,0,684
2021-04-26,"Midlands","Pfizer",65,69,0,2170
2021-04-26,"Midlands","Pfizer",70,74,0,1634
2021-04-26,"Midlands","Pfizer",75,79,0,646
2021-04-26,"Midlands","Pfizer",80,120,0,178
2021-04-26,"Midlands",NA,20,24,0,0
2021-04-26,"Midlands",NA,25,29,0,0
2021-04-26,"Midlands",NA,30,34,0,0
2021-04-26,"Midlands",NA,35,39,0,0
2021-04-26,"Midlands",NA,40,44,10,0
2021-04-26,"Midlands",NA,45,49,0,0
2021-04-26,"Midlands",NA,50,54,0,0
2021-04-26,"Midlands",NA,55,59,0,0
2021-04-26,"Midlands",NA,65,69,0,0
2021-04-26,"Midlands","Moderna",70,74,0,0
2021-04-26,"Midlands",NA,60,64,0,0
2021-04-26,"North East and Yorkshire","AZ",15,19,0,62
2021-04-26,"North East and Yorkshire","AZ",20,24,34,224
2021-04-26,"North East and Yorkshire","AZ",25,29,46,327
2021-04-26,"North East and Yorkshire","AZ",30,34,277,405
2021-04-26,"North East and Yorkshire","AZ",35,39,572,451
2021-04-26,"North East and Yorkshire","AZ",40,44,1873,445
2021-04-26,"North East and Yorkshire","AZ",45,49,4290,622
2021-04-26,"North East and Yorkshire","AZ",50,54,265,1081
2021-04-26,"North East and Yorkshire","AZ",55,59,138,1474
2021-04-26,"North East and Yorkshire","AZ",60,64,62,1697
2021-04-26,"North East and Yorkshire","AZ",65,69,39,3600
2021-04-26,"North East and Yorkshire","AZ",70,74,29,10061
2021-04-26,"North East and Yorkshire","AZ",75,79,15,1602
2021-04-26,"North East and Yorkshire","AZ",80,120,27,943
2021-04-26,"North East and Yorkshire","Moderna",15,19,0,0
2021-04-26,"North East and Yorkshire","Moderna",20,24,15,0
2021-04-26,"North East and Yorkshire","Moderna",25,29,16,0
2021-04-26,"North East and Yorkshire","Moderna",30,34,0,0
2021-04-26,"North East and Yorkshire","Moderna",45,49,39,0
2021-04-26,"North East and Yorkshire","Moderna",50,54,0,0
2021-04-26,"North East and Yorkshire","Moderna",55,59,0,0
2021-04-26,"North East and Yorkshire","Moderna",60,64,0,0
2021-04-26,"North East and Yorkshire","Pfizer",15,19,41,91
2021-04-26,"North East and Yorkshire","Pfizer",20,24,43,251
2021-04-26,"North East and Yorkshire","Pfizer",25,29,48,310
2021-04-26,"North East and Yorkshire","Pfizer",30,34,33,311
2021-04-26,"North East and Yorkshire","Pfizer",35,39,47,340
2021-04-26,"North East and Yorkshire","Pfizer",40,44,46,359
2021-04-26,"North East and Yorkshire","Pfizer",45,49,0,454
2021-04-26,"North East and Yorkshire","Pfizer",50,54,0,545
2021-04-26,"North East and Yorkshire","Pfizer",55,59,0,657
2021-04-26,"North East and Yorkshire","Pfizer",60,64,0,709
2021-04-26,"North East and Yorkshire","Pfizer",65,69,0,763
2021-04-26,"North East and Yorkshire","Pfizer",70,74,0,1402
2021-04-26,"North East and Yorkshire",NA,20,24,0,0
2021-04-26,"North East and Yorkshire",NA,25,29,0,0
2021-04-26,"North East and Yorkshire",NA,30,34,0,0
2021-04-26,"North East and Yorkshire",NA,35,39,0,0
2021-04-26,"North East and Yorkshire",NA,40,44,0,0
2021-04-26,"North East and Yorkshire",NA,45,49,0,0
2021-04-26,"North East and Yorkshire",NA,50,54,0,0
2021-04-26,"North East and Yorkshire",NA,55,59,0,0
2021-04-26,"North East and Yorkshire",NA,60,64,0,0
2021-04-26,"North East and Yorkshire","Moderna",65,69,0,0
2021-04-26,"North East and Yorkshire","Pfizer",75,79,0,355
2021-04-26,"North East and Yorkshire","Pfizer",80,120,0,105
2021-04-26,"North East and Yorkshire",NA,NA,NA,0,0
2021-04-26,"North West","AZ",15,19,10,73
2021-04-26,"North West","AZ",20,24,15,421
2021-04-26,"North West","AZ",25,29,41,471
2021-04-26,"North West","AZ",30,34,261,560
2021-04-26,"North West","AZ",35,39,225,675
2021-04-26,"North West","AZ",40,44,1091,805
2021-04-26,"North West","AZ",45,49,3411,1043
2021-04-26,"North West","AZ",50,54,239,1611
2021-04-26,"North West","AZ",55,59,125,2122
2021-04-26,"North West","AZ",60,64,71,2445
2021-04-26,"North West","AZ",65,69,50,4960
2021-04-26,"North West","AZ",70,74,29,6900
2021-04-26,"North West","AZ",75,79,18,931
2021-04-26,"North West","AZ",80,120,28,861
2021-04-26,"North West","Moderna",15,19,0,0
2021-04-26,"North West","Moderna",20,24,34,0
2021-04-26,"North West","Moderna",25,29,32,0
2021-04-26,"North West","Moderna",30,34,12,0
2021-04-26,"North West","Moderna",35,39,10,0
2021-04-26,"North West","Moderna",40,44,34,0
2021-04-26,"North West","Moderna",45,49,145,0
2021-04-26,"North West","Moderna",50,54,0,0
2021-04-26,"North West","Moderna",55,59,0,0
2021-04-26,"North West","Moderna",60,64,0,0
2021-04-26,"North West","Moderna",70,74,0,0
2021-04-26,"North West","Pfizer",15,19,69,90
2021-04-26,"North West","Pfizer",20,24,96,293
2021-04-26,"North West","Pfizer",25,29,117,384
2021-04-26,"North West","Pfizer",30,34,71,461
2021-04-26,"North West","Pfizer",35,39,75,476
2021-04-26,"North West","Pfizer",40,44,192,495
2021-04-26,"North West","Pfizer",45,49,60,577
2021-04-26,"North West","Pfizer",50,54,13,772
2021-04-26,"North West","Pfizer",55,59,0,1012
2021-04-26,"North West","Pfizer",60,64,0,1113
2021-04-26,"North West","Pfizer",65,69,0,1540
2021-04-26,"North West","Pfizer",70,74,0,937
2021-04-26,"North West","Pfizer",80,120,0,93
2021-04-26,"North West",NA,55,59,0,25
2021-04-26,"North West","AZ",10,14,0,0
2021-04-26,"North West","Moderna",65,69,0,0
2021-04-26,"North West","Pfizer",75,79,0,204
2021-04-26,"North West",NA,25,29,0,0
2021-04-26,"North West",NA,30,34,0,0
2021-04-26,"North West",NA,35,39,0,0
2021-04-26,"North West",NA,45,49,0,0
2021-04-26,"North West",NA,50,54,0,0
2021-04-26,"North West",NA,60,64,0,23
2021-04-26,"North West",NA,65,69,0,0
2021-04-26,"North West",NA,NA,NA,0,0
2021-04-26,"Northern Ireland",NA,NA,NA,6848,9369
2021-04-26,"Scotland","AZ",16,19,0,42
2021-04-26,"Scotland","AZ",20,24,0,135
2021-04-26,"Scotland","AZ",25,29,15,173
2021-04-26,"Scotland","AZ",30,34,65,189
2021-04-26,"Scotland","AZ",35,39,82,240
2021-04-26,"Scotland","AZ",40,44,77,313
2021-04-26,"Scotland","AZ",45,49,263,450
2021-04-26,"Scotland","AZ",50,54,67,708
2021-04-26,"Scotland","AZ",55,59,46,916
2021-04-26,"Scotland","AZ",60,64,42,1435
2021-04-26,"Scotland","AZ",65,69,21,5412
2021-04-26,"Scotland","AZ",70,74,19,5020
2021-04-26,"Scotland","AZ",75,79,15,3221
2021-04-26,"Scotland","AZ",80,120,16,1409
2021-04-26,"Scotland","Moderna",20,24,11,0
2021-04-26,"Scotland","Moderna",25,29,0,0
2021-04-26,"Scotland","Moderna",30,34,0,0
2021-04-26,"Scotland","Moderna",35,39,0,0
2021-04-26,"Scotland","Moderna",40,44,0,0
2021-04-26,"Scotland","Moderna",45,49,286,0
2021-04-26,"Scotland","Moderna",50,54,29,0
2021-04-26,"Scotland","Moderna",55,59,0,0
2021-04-26,"Scotland","Moderna",60,64,0,0
2021-04-26,"Scotland","Moderna",65,69,0,0
2021-04-26,"Scotland","Pfizer",16,19,88,51
2021-04-26,"Scotland","Pfizer",20,24,111,141
2021-04-26,"Scotland","Pfizer",25,29,161,153
2021-04-26,"Scotland","Pfizer",30,34,146,182
2021-04-26,"Scotland","Pfizer",35,39,140,214
2021-04-26,"Scotland","Pfizer",40,44,179,210
2021-04-26,"Scotland","Pfizer",45,49,4975,314
2021-04-26,"Scotland","Pfizer",50,54,316,413
2021-04-26,"Scotland","Pfizer",55,59,71,533
2021-04-26,"Scotland","Pfizer",60,64,37,550
2021-04-26,"Scotland","Pfizer",65,69,35,4850
2021-04-26,"Scotland","Pfizer",70,74,20,8313
2021-04-26,"Scotland","Pfizer",75,79,0,1173
2021-04-26,"Scotland","Pfizer",80,120,0,58
2021-04-26,"Scotland","Moderna",70,74,0,0
2021-04-26,"South East","AZ",15,19,10,83
2021-04-26,"South East","AZ",20,24,41,341
2021-04-26,"South East","AZ",25,29,58,421
2021-04-26,"South East","AZ",30,34,194,486
2021-04-26,"South East","AZ",35,39,270,538
2021-04-26,"South East","AZ",40,44,3299,670
2021-04-26,"South East","AZ",45,49,5968,845
2021-04-26,"South East","AZ",50,54,248,1258
2021-04-26,"South East","AZ",55,59,124,1349
2021-04-26,"South East","AZ",60,64,74,1703
2021-04-26,"South East","AZ",65,69,44,4701
2021-04-26,"South East","AZ",70,74,48,14032
2021-04-26,"South East","AZ",75,79,16,3001
2021-04-26,"South East","AZ",80,120,46,2014
2021-04-26,"South East","Moderna",15,19,11,0
2021-04-26,"South East","Moderna",20,24,62,0
2021-04-26,"South East","Moderna",25,29,53,0
2021-04-26,"South East","Moderna",30,34,19,0
2021-04-26,"South East","Moderna",35,39,31,0
2021-04-26,"South East","Moderna",40,44,113,0
2021-04-26,"South East","Moderna",45,49,2294,0
2021-04-26,"South East","Moderna",50,54,77,0
2021-04-26,"South East","Moderna",55,59,29,0
2021-04-26,"South East","Moderna",60,64,13,0
2021-04-26,"South East","Moderna",65,69,0,0
2021-04-26,"South East","Moderna",70,74,0,0
2021-04-26,"South East","Moderna",75,79,0,0
2021-04-26,"South East","Moderna",80,120,0,0
2021-04-26,"South East","Pfizer",15,19,58,81
2021-04-26,"South East","Pfizer",20,24,80,216
2021-04-26,"South East","Pfizer",25,29,65,276
2021-04-26,"South East","Pfizer",30,34,38,301
2021-04-26,"South East","Pfizer",35,39,40,281
2021-04-26,"South East","Pfizer",40,44,157,313
2021-04-26,"South East","Pfizer",45,49,222,339
2021-04-26,"South East","Pfizer",50,54,17,420
2021-04-26,"South East","Pfizer",55,59,0,501
2021-04-26,"South East","Pfizer",60,64,0,820
2021-04-26,"South East","Pfizer",65,69,15,1273
2021-04-26,"South East","Pfizer",70,74,0,2315
2021-04-26,"South East","Pfizer",75,79,0,962
2021-04-26,"South East","Pfizer",80,120,0,303
2021-04-26,"South East",NA,20,24,0,0
2021-04-26,"South East",NA,25,29,0,0
2021-04-26,"South East",NA,NA,NA,0,0
2021-04-26,"South West","AZ",15,19,0,48
2021-04-26,"South West","AZ",20,24,36,188
2021-04-26,"South West","AZ",25,29,27,226
2021-04-26,"South West","AZ",30,34,99,272
2021-04-26,"South West","AZ",35,39,139,305
2021-04-26,"South West","AZ",40,44,1162,405
2021-04-26,"South West","AZ",45,49,2028,572
2021-04-26,"South West","AZ",50,54,114,792
2021-04-26,"South West","AZ",55,59,76,951
2021-04-26,"South West","AZ",60,64,44,1114
2021-04-26,"South West","AZ",65,69,31,3526
2021-04-26,"South West","AZ",70,74,30,10045
2021-04-26,"South West","AZ",75,79,22,2420
2021-04-26,"South West","AZ",80,120,21,1185
2021-04-26,"South West","Moderna",15,19,0,0
2021-04-26,"South West","Moderna",20,24,0,0
2021-04-26,"South West","Moderna",25,29,0,0
2021-04-26,"South West","Moderna",30,34,0,0
2021-04-26,"South West","Moderna",35,39,0,0
2021-04-26,"South West","Moderna",40,44,27,0
2021-04-26,"South West","Moderna",45,49,891,0
2021-04-26,"South West","Moderna",50,54,20,0
2021-04-26,"South West","Moderna",55,59,0,0
2021-04-26,"South West","Moderna",60,64,0,0
2021-04-26,"South West","Moderna",65,69,0,0
2021-04-26,"South West","Moderna",80,120,0,0
2021-04-26,"South West","Pfizer",15,19,18,43
2021-04-26,"South West","Pfizer",20,24,33,122
2021-04-26,"South West","Pfizer",25,29,44,141
2021-04-26,"South West","Pfizer",30,34,21,204
2021-04-26,"South West","Pfizer",35,39,18,184
2021-04-26,"South West","Pfizer",40,44,20,198
2021-04-26,"South West","Pfizer",45,49,32,183
2021-04-26,"South West","Pfizer",50,54,0,250
2021-04-26,"South West","Pfizer",55,59,0,294
2021-04-26,"South West","Pfizer",60,64,0,303
2021-04-26,"South West","Pfizer",65,69,0,449
2021-04-26,"South West","Pfizer",70,74,0,877
2021-04-26,"South West","Pfizer",75,79,0,432
2021-04-26,"South West","Pfizer",80,120,0,63
2021-04-26,"South West",NA,25,29,0,0
2021-04-26,"South West",NA,30,34,0,0
2021-04-26,"South West",NA,35,39,0,0
2021-04-26,"South West",NA,NA,NA,0,0
2021-04-26,"Unknown_England","AZ",20,24,0,0
2021-04-26,"Unknown_England","AZ",25,29,0,0
2021-04-26,"Unknown_England","AZ",30,34,0,0
2021-04-26,"Unknown_England","AZ",35,39,0,0
2021-04-26,"Unknown_England","AZ",40,44,11,0
2021-04-26,"Unknown_England","AZ",45,49,17,0
2021-04-26,"Unknown_England","AZ",50,54,0,10
2021-04-26,"Unknown_England","AZ",55,59,0,0
2021-04-26,"Unknown_England","Moderna",45,49,0,0
2021-04-26,"Unknown_England","Moderna",50,54,0,0
2021-04-26,"Unknown_England","Pfizer",25,29,0,0
2021-04-26,"Unknown_England","Pfizer",40,44,0,0
2021-04-26,"Unknown_England","Pfizer",45,49,0,0
2021-04-26,"Unknown_England","Pfizer",70,74,0,0
2021-04-26,"Unknown_England","AZ",15,19,0,0
2021-04-26,"Unknown_England","AZ",60,64,0,0
2021-04-26,"Unknown_England","AZ",65,69,0,16
2021-04-26,"Unknown_England","AZ",70,74,0,32
2021-04-26,"Unknown_England","AZ",75,79,0,10
2021-04-26,"Unknown_England","AZ",80,120,0,0
2021-04-26,"Unknown_England","Pfizer",20,24,0,0
2021-04-26,"Unknown_England","Pfizer",30,34,0,0
2021-04-26,"Unknown_England","Pfizer",35,39,0,0
2021-04-26,"Unknown_England","Pfizer",50,54,0,0
2021-04-26,"Unknown_England","Pfizer",55,59,0,0
2021-04-26,"Unknown_England","Pfizer",60,64,0,0
2021-04-26,"Unknown_England","Pfizer",65,69,0,0
2021-04-26,"Unknown_England",NA,NA,NA,0,0
2021-04-26,"Wales","AZ",20,24,0,71
2021-04-26,"Wales","AZ",25,29,18,82
2021-04-26,"Wales","AZ",30,34,209,119
2021-04-26,"Wales","AZ",35,39,260,129
2021-04-26,"Wales","AZ",40,44,189,112
2021-04-26,"Wales","AZ",45,49,1123,192
2021-04-26,"Wales","AZ",50,54,63,413
2021-04-26,"Wales","AZ",55,59,31,512
2021-04-26,"Wales","AZ",60,64,17,510
2021-04-26,"Wales","AZ",65,69,14,1000
2021-04-26,"Wales","AZ",70,74,0,3205
2021-04-26,"Wales","AZ",75,79,12,2602
2021-04-26,"Wales","AZ",80,120,10,1032
2021-04-26,"Wales","Moderna",15,19,0,0
2021-04-26,"Wales","Moderna",20,24,0,0
2021-04-26,"Wales","Moderna",25,29,0,0
2021-04-26,"Wales","Moderna",30,34,10,0
2021-04-26,"Wales","Moderna",35,39,0,0
2021-04-26,"Wales","Moderna",40,44,31,0
2021-04-26,"Wales","Moderna",45,49,255,0
2021-04-26,"Wales","Moderna",50,54,0,0
2021-04-26,"Wales","Moderna",55,59,0,0
2021-04-26,"Wales","Moderna",60,64,0,0
2021-04-26,"Wales","Moderna",70,74,0,0
2021-04-26,"Wales","Pfizer",15,19,218,0
2021-04-26,"Wales","Pfizer",20,24,670,19
2021-04-26,"Wales","Pfizer",25,29,1442,15
2021-04-26,"Wales","Pfizer",30,34,499,10
2021-04-26,"Wales","Pfizer",35,39,1119,14
2021-04-26,"Wales","Pfizer",40,44,853,12
2021-04-26,"Wales","Pfizer",45,49,514,19
2021-04-26,"Wales","Pfizer",50,54,91,12
2021-04-26,"Wales","Pfizer",55,59,41,14
2021-04-26,"Wales","Pfizer",60,64,20,0
2021-04-26,"Wales","Pfizer",65,69,0,18
2021-04-26,"Wales","Pfizer",70,74,0,67
2021-04-26,"Wales","Pfizer",75,79,0,26
2021-04-26,"Wales","AZ",15,19,0,25
2021-04-26,"Wales","Moderna",75,79,0,0
2021-04-26,"Wales","Pfizer",80,120,0,0
2021-04-27,"East of England","AZ",15,19,10,65
2021-04-27,"East of England","AZ",20,24,33,266
2021-04-27,"East of England","AZ",25,29,32,316
2021-04-27,"East of England","AZ",30,34,226,376
2021-04-27,"East of England","AZ",35,39,283,487
2021-04-27,"East of England","AZ",40,44,4009,609
2021-04-27,"East of England","AZ",45,49,4309,748
2021-04-27,"East of England","AZ",50,54,184,1040
2021-04-27,"East of England","AZ",55,59,130,1274
2021-04-27,"East of England","AZ",60,64,72,1673
2021-04-27,"East of England","AZ",65,69,40,5539
2021-04-27,"East of England","AZ",70,74,32,6710
2021-04-27,"East of England","AZ",75,79,17,1677
2021-04-27,"East of England","AZ",80,120,27,1110
2021-04-27,"East of England","Moderna",15,19,15,0
2021-04-27,"East of England","Moderna",20,24,42,0
2021-04-27,"East of England","Moderna",25,29,32,0
2021-04-27,"East of England","Moderna",30,34,0,0
2021-04-27,"East of England","Moderna",35,39,13,0
2021-04-27,"East of England","Moderna",40,44,312,0
2021-04-27,"East of England","Moderna",45,49,115,0
2021-04-27,"East of England","Moderna",50,54,0,0
2021-04-27,"East of England","Moderna",55,59,0,0
2021-04-27,"East of England","Moderna",60,64,0,0
2021-04-27,"East of England","Moderna",65,69,0,0
2021-04-27,"East of England","Pfizer",15,19,23,121
2021-04-27,"East of England","Pfizer",20,24,34,236
2021-04-27,"East of England","Pfizer",25,29,42,286
2021-04-27,"East of England","Pfizer",30,34,29,323
2021-04-27,"East of England","Pfizer",35,39,15,357
2021-04-27,"East of England","Pfizer",40,44,50,405
2021-04-27,"East of England","Pfizer",45,49,46,499
2021-04-27,"East of England","Pfizer",50,54,0,717
2021-04-27,"East of England","Pfizer",55,59,0,1261
2021-04-27,"East of England","Pfizer",60,64,0,1521
2021-04-27,"East of England","Pfizer",65,69,0,5701
2021-04-27,"East of England","Pfizer",70,74,0,1317
2021-04-27,"East of England","Pfizer",75,79,0,375
2021-04-27,"East of England",NA,20,24,0,0
2021-04-27,"East of England",NA,30,34,0,0
2021-04-27,"East of England",NA,40,44,0,0
2021-04-27,"East of England",NA,45,49,0,0
2021-04-27,"East of England",NA,65,69,0,0
2021-04-27,"East of England","Pfizer",80,120,0,249
2021-04-27,"East of England",NA,25,29,0,0
2021-04-27,"East of England",NA,35,39,0,0
2021-04-27,"East of England",NA,50,54,0,0
2021-04-27,"East of England",NA,60,64,0,0
2021-04-27,"East of England",NA,NA,NA,0,0
2021-04-27,"London","AZ",15,19,0,73
2021-04-27,"London","AZ",20,24,35,332
2021-04-27,"London","AZ",25,29,93,558
2021-04-27,"London","AZ",30,34,485,680
2021-04-27,"London","AZ",35,39,684,867
2021-04-27,"London","AZ",40,44,6233,1098
2021-04-27,"London","AZ",45,49,3958,1345
2021-04-27,"London","AZ",50,54,357,2214
2021-04-27,"London","AZ",55,59,240,2867
2021-04-27,"London","AZ",60,64,158,3210
2021-04-27,"London","AZ",65,69,92,3091
2021-04-27,"London","AZ",70,74,43,2515
2021-04-27,"London","AZ",75,79,30,759
2021-04-27,"London","AZ",80,120,44,1071
2021-04-27,"London","Moderna",15,19,23,0
2021-04-27,"London","Moderna",20,24,106,0
2021-04-27,"London","Moderna",25,29,176,0
2021-04-27,"London","Moderna",30,34,55,0
2021-04-27,"London","Moderna",35,39,36,0
2021-04-27,"London","Moderna",40,44,359,0
2021-04-27,"London","Moderna",45,49,322,0
2021-04-27,"London","Moderna",50,54,33,0
2021-04-27,"London","Moderna",55,59,23,0
2021-04-27,"London","Moderna",60,64,13,0
2021-04-27,"London","Moderna",65,69,0,0
2021-04-27,"London","Moderna",70,74,0,0
2021-04-27,"London","Moderna",75,79,0,0
2021-04-27,"London","Moderna",80,120,0,0
2021-04-27,"London","Pfizer",15,19,34,143
2021-04-27,"London","Pfizer",20,24,87,360
2021-04-27,"London","Pfizer",25,29,194,505
2021-04-27,"London","Pfizer",30,34,137,632
2021-04-27,"London","Pfizer",35,39,131,799
2021-04-27,"London","Pfizer",40,44,163,1103
2021-04-27,"London","Pfizer",45,49,106,1337
2021-04-27,"London","Pfizer",50,54,55,1784
2021-04-27,"London","Pfizer",55,59,29,2483
2021-04-27,"London","Pfizer",60,64,24,3129
2021-04-27,"London","Pfizer",65,69,23,3485
2021-04-27,"London","Pfizer",70,74,0,648
2021-04-27,"London","Pfizer",75,79,0,334
2021-04-27,"London","Pfizer",80,120,0,292
2021-04-27,"London","Pfizer",10,14,0,0
2021-04-27,"London",NA,20,24,0,0
2021-04-27,"London",NA,25,29,0,0
2021-04-27,"London",NA,30,34,0,13
2021-04-27,"London",NA,35,39,0,0
2021-04-27,"London",NA,40,44,0,0
2021-04-27,"London",NA,45,49,0,0
2021-04-27,"London",NA,50,54,0,0
2021-04-27,"London",NA,55,59,0,0
2021-04-27,"London",NA,60,64,0,0
