"date","region","death3","death_chr","death_comm","ons_death_carehome","ons_death_noncarehome","phe_admissions","phe_occupied_mv_beds","phe_patients","react_positive","react_samples","pillar2_positives_pcr_all_over25","pillar2_negatives_total_pcr_over25","n_symp_delta_variant","n_symp_non_delta_variant","death_0","death_55","death_65","death_75","icu","general","admitted","new","all_admission","death2","pillar2_positives_over25","pillar2_negatives_over25","pillar2_positives","pillar2_negatives","positives","negatives","positives_over25","pillar2_positives_pcr_all","pillar2_negatives_total_pcr","pillar2_positives_symp_pcr_only","pillar2_positives_symp_pcr_only_over25","n_delta_variant","n_non_delta_variant"
"2021-02-03","south_east",93,24,9,37,6,298,448,3836,NA,NA,1469,30872,0,139,NA,6,18,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-04","south_east",62,12,10,28,5,249,443,3632,14,3937,1295,34343,0,106,1,5,5,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-05","south_east",63,27,12,39,11,235,427,3475,NA,NA,1122,25915,0,132,NA,4,9,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-06","south_east",70,26,10,33,12,226,395,3222,NA,NA,735,12845,0,97,3,7,17,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-07","south_east",54,17,5,23,5,206,390,3175,NA,NA,752,9261,0,83,1,4,5,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-08","south_east",64,17,13,19,9,234,380,3165,NA,NA,1028,30238,0,90,2,2,12,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-09","south_east",45,19,10,32,7,200,370,3018,NA,NA,889,26181,0,127,NA,3,5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-10","south_east",46,24,12,33,7,208,364,2831,NA,NA,847,21510,0,128,1,5,12,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-11","south_east",59,10,7,16,6,171,354,2710,64,19564,745,26473,0,96,1,6,13,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-12","south_east",39,12,11,17,6,183,344,2561,NA,NA,762,22821,0,126,NA,2,4,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-13","south_east",33,17,8,28,2,167,292,2261,NA,NA,523,9332,0,167,NA,3,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-14","south_east",43,12,10,18,5,218,339,2455,NA,NA,492,6590,0,101,NA,5,7,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-15","south_east",47,18,7,31,3,144,322,2451,NA,NA,815,28273,0,172,1,3,7,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-16","south_east",37,10,8,27,1,215,312,2342,NA,NA,691,24782,0,209,1,1,7,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-17","south_east",34,8,9,17,4,183,305,2349,NA,NA,648,21933,0,115,NA,4,6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-18","south_east",38,11,4,17,4,155,295,2116,35,11735,665,31436,0,68,NA,2,10,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-19","south_east",31,5,6,10,1,155,270,2025,NA,NA,591,23507,0,99,NA,2,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-20","south_east",36,9,3,24,3,113,258,1902,NA,NA,437,10146,0,126,2,2,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-21","south_east",32,7,2,13,1,160,249,1875,NA,NA,428,7016,0,134,1,2,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-22","south_east",27,10,6,22,4,113,234,1860,NA,NA,652,29563,0,135,NA,4,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-23","south_east",27,7,3,13,NA,130,249,1859,NA,NA,506,25309,0,93,NA,4,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-24","south_east",26,4,3,12,3,137,232,1686,NA,NA,459,20624,0,91,NA,1,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-25","south_east",22,8,3,11,2,110,227,1624,4,782,408,26878,0,157,NA,NA,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-26","south_east",19,1,1,6,2,94,219,1548,NA,NA,347,23119,0,126,NA,1,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-27","south_east",24,6,2,8,4,75,196,1451,NA,NA,261,10043,0,54,NA,2,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-28","south_east",13,2,4,8,1,82,190,1413,NA,NA,244,6958,0,62,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-01","south_east",22,2,5,7,1,99,191,1354,NA,NA,325,28963,0,123,NA,2,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-02","south_east",13,1,9,9,3,89,174,1248,NA,NA,318,24491,0,133,NA,1,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-03","south_east",16,1,3,5,1,76,160,1184,NA,NA,287,20004,0,126,1,1,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-04","south_east",16,4,1,14,2,77,152,1116,NA,NA,200,25168,0,35,2,2,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-05","south_east",15,3,2,7,3,69,142,1063,NA,NA,223,20710,0,63,NA,2,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-06","south_east",10,2,4,6,2,71,131,1000,NA,NA,209,9069,0,66,1,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-07","south_east",6,2,4,7,2,65,129,972,NA,NA,192,6600,0,34,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-08","south_east",10,1,3,5,NA,58,127,983,NA,NA,287,27245,0,84,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-09","south_east",14,3,1,7,NA,59,118,937,NA,NA,276,24506,0,81,NA,1,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-10","south_east",7,NA,3,1,2,67,115,883,NA,NA,244,18487,0,103,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-11","south_east",12,NA,5,5,1,55,105,846,2,3025,238,25057,0,125,NA,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-12","south_east",9,2,1,2,2,46,97,798,NA,NA,196,21359,0,67,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-13","south_east",8,NA,4,2,3,38,88,733,NA,NA,166,8902,0,77,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-14","south_east",8,1,3,4,3,47,83,742,NA,NA,150,6259,0,57,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-15","south_east",8,3,2,8,1,50,75,713,NA,NA,251,27920,0,61,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-16","south_east",9,NA,1,3,NA,53,68,676,NA,NA,211,24525,0,69,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-17","south_east",2,1,NA,6,1,43,67,649,NA,NA,191,19248,0,57,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-18","south_east",7,NA,1,2,NA,40,67,618,10,17297,190,24214,0,40,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-19","south_east",10,3,1,6,1,42,60,579,NA,NA,189,19978,0,17,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-20","south_east",4,NA,2,4,NA,31,61,549,NA,NA,166,8642,0,30,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-21","south_east",2,NA,1,3,2,36,56,525,NA,NA,178,6068,0,56,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-22","south_east",5,1,1,3,NA,36,55,517,NA,NA,184,28376,0,63,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-23","south_east",1,NA,3,2,4,26,41,506,NA,NA,193,24125,0,56,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-24","south_east",3,NA,NA,1,1,24,37,461,NA,NA,244,19053,0,60,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-25","south_east",3,NA,NA,NA,NA,21,24,377,6,9584,201,24485,0,51,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-26","south_east",4,NA,1,5,NA,24,33,404,NA,NA,171,21191,0,13,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-27","south_east",1,NA,2,3,NA,18,34,369,NA,NA,131,8838,0,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-28","south_east",2,1,NA,2,NA,30,36,364,NA,NA,147,6258,0,25,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-29","south_east",3,NA,NA,2,1,18,37,364,NA,NA,160,27201,0,47,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-30","south_east",3,NA,3,3,1,25,34,321,NA,NA,128,22833,0,21,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-31","south_east",5,1,1,2,2,17,31,309,NA,NA,124,20226,0,20,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-01","south_east",1,NA,1,3,1,17,22,276,0,689,129,27078,0,25,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-02","south_east",3,NA,2,2,1,8,27,253,NA,NA,100,11333,0,26,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-03","south_east",3,NA,1,2,NA,14,28,241,NA,NA,97,8030,1,29,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-04","south_east",1,2,NA,1,1,16,28,234,NA,NA,73,4779,0,30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-05","south_east",NA,NA,2,1,NA,19,28,221,NA,NA,88,15419,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-06","south_east",1,NA,1,NA,1,20,25,208,NA,NA,163,30771,2,72,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-07","south_east",2,NA,NA,NA,1,20,27,210,NA,NA,121,21494,0,40,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-08","south_east",4,NA,2,1,2,15,25,184,NA,NA,130,25653,0,22,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-09","south_east",NA,NA,NA,NA,NA,14,23,172,NA,NA,81,21349,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-10","south_east",1,NA,NA,NA,NA,8,20,162,NA,NA,73,7910,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-11","south_east",NA,NA,1,1,NA,20,19,151,NA,NA,57,5697,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-12","south_east",1,NA,2,1,2,25,20,152,NA,NA,95,25978,0,42,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-13","south_east",NA,NA,2,2,NA,17,17,144,NA,NA,94,24200,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-14","south_east",1,NA,NA,2,NA,10,13,138,NA,NA,77,19169,1,22,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-15","south_east",1,NA,NA,2,NA,13,15,133,NA,NA,71,23174,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-16","south_east",NA,NA,NA,1,NA,8,13,123,NA,NA,72,19959,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-17","south_east",NA,NA,NA,NA,NA,12,14,121,NA,NA,60,6927,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-18","south_east",NA,NA,1,2,1,19,17,116,NA,NA,58,5452,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-19","south_east",NA,NA,3,2,NA,13,18,120,NA,NA,78,27448,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-20","south_east",NA,NA,1,1,NA,18,16,124,NA,NA,70,24563,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-21","south_east",1,1,NA,1,1,17,15,109,NA,NA,84,19572,4,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-22","south_east",NA,NA,1,2,NA,11,13,110,NA,NA,72,24198,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-23","south_east",1,NA,NA,NA,NA,17,10,116,NA,NA,62,19880,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-24","south_east",2,NA,NA,1,NA,7,9,115,NA,NA,38,7327,1,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-25","south_east",NA,NA,NA,NA,1,9,9,125,NA,NA,49,5432,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-26","south_east",NA,NA,NA,1,NA,8,9,123,NA,NA,76,27320,5,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-27","south_east",NA,NA,NA,1,NA,12,11,120,NA,NA,64,24288,3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-28","south_east",NA,NA,NA,NA,NA,10,12,114,NA,NA,51,19655,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-29","south_east",2,NA,NA,NA,NA,7,12,115,NA,NA,44,23776,2,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-30","south_east",NA,NA,NA,2,NA,9,11,105,NA,NA,49,19449,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-01","south_east",1,NA,NA,NA,NA,1,10,96,NA,NA,52,7277,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-02","south_east",2,1,NA,NA,NA,10,8,82,NA,NA,41,4695,3,18,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-03","south_east",NA,NA,NA,NA,NA,7,8,84,NA,NA,57,15923,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-04","south_east",1,NA,NA,NA,1,3,9,82,NA,NA,57,31420,2,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-05","south_east",NA,NA,NA,NA,NA,7,9,86,NA,NA,57,20947,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-06","south_east",NA,1,1,2,NA,8,3,62,NA,NA,68,24521,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-07","south_east",NA,NA,1,NA,1,8,8,76,NA,NA,57,21218,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-08","south_east",2,NA,NA,1,NA,7,8,69,NA,NA,47,7128,4,7,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-09","south_east",1,NA,NA,NA,NA,6,7,62,NA,NA,31,5618,2,14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-10","south_east",NA,NA,NA,NA,NA,5,8,64,NA,NA,57,27648,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-11","south_east",1,NA,1,2,NA,5,8,63,NA,NA,46,25277,8,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-12","south_east",NA,NA,NA,NA,NA,4,3,50,NA,NA,54,19032,12,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-13","south_east",NA,NA,NA,NA,NA,2,6,58,NA,NA,56,22883,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-14","south_east",NA,NA,NA,1,NA,2,7,54,NA,NA,51,20800,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-15","south_east",NA,NA,NA,1,NA,7,7,55,NA,NA,41,8504,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-16","south_east",NA,NA,NA,1,NA,7,8,56,NA,NA,40,5637,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-17","south_east",NA,NA,NA,1,NA,2,7,62,NA,NA,74,27457,20,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-18","south_east",NA,NA,NA,NA,NA,6,6,57,NA,NA,74,24266,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-19","south_east",NA,NA,NA,NA,NA,5,6,55,NA,NA,59,19137,16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-20","south_east",1,NA,NA,NA,NA,8,6,46,NA,NA,59,24734,9,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-21","south_east",NA,NA,NA,NA,NA,6,6,50,NA,NA,62,20156,25,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-22","south_east",NA,NA,NA,NA,NA,3,7,50,NA,NA,40,7414,33,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-23","south_east",NA,NA,NA,NA,NA,3,6,50,NA,NA,56,5307,27,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-24","south_east",NA,NA,NA,NA,NA,11,6,56,NA,NA,118,27068,54,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-25","south_east",NA,NA,NA,NA,NA,9,5,55,NA,NA,98,25500,62,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-26","south_east",NA,NA,NA,NA,NA,11,5,55,NA,NA,115,23085,69,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-27","south_east",NA,NA,NA,NA,NA,8,8,54,NA,NA,139,27012,83,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-28","south_east",NA,NA,NA,NA,NA,3,5,52,NA,NA,138,21721,90,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-29","south_east",NA,NA,NA,NA,NA,4,5,56,NA,NA,116,8203,77,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-30","south_east",NA,NA,NA,NA,NA,4,5,54,NA,NA,119,5521,79,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-31","south_east",NA,NA,NA,NA,NA,4,5,58,NA,NA,141,15518,98,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-01","south_east",NA,NA,NA,NA,NA,10,7,60,NA,NA,218,31317,123,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-02","south_east",NA,NA,NA,NA,NA,4,4,58,NA,NA,243,22028,156,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-06-03","south_east",NA,NA,NA,NA,NA,3,6,63,NA,NA,210,25381,149,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
