"region","name","alpha_D","alpha_H","beta1","beta10","beta11","beta12","beta13","beta14","beta15","beta16","beta17","beta18","beta19","beta2","beta20","beta21","beta22","beta23","beta24","beta3","beta4","beta5","beta6","beta7","beta8","beta9","eps","m_CHR","m_CHW","mu_D","mu_D_2","mu_gamma_H","mu_gamma_H_2","mu_gamma_H_3","p_G_D","p_G_D_CHR","p_H","p_H_2","p_H_3","p_H_D","p_ICU","p_ICU_2","p_ICU_D","p_NC","p_NC_weekend","p_W_D","rho_pillar2_tests","start_date"
"east_of_england","beta17",-5.66550772961941e-05,1.63719638204386e-06,-2.88894379549241e-06,-2.25914697308327e-06,4.41443119852746e-06,-1.71111227867289e-06,2.0147897193936e-06,3.88334944246614e-07,2.00238222874291e-06,-1.00693903692711e-06,3.57055942516308e-06,-2.46564251534372e-06,6.30202336480142e-06,5.29114112734275e-06,4.42671909786097e-07,9.13411369144156e-07,9.94063031572958e-06,3.82330079814803e-06,-5.22385211797877e-06,1.71748720172593e-07,-1.21780983073574e-06,5.19733843456066e-06,1.05107146382263e-07,1.12707918108322e-06,-9.73554375730515e-06,1.42277626349099e-05,4.410692553914e-05,2.62201548576264e-09,-9.75578352747362e-10,1.60028373374011e-05,3.53681809417326e-05,-3.26049491294088e-05,-2.96251233464624e-06,-1.24689717790932e-05,-7.86984258324281e-06,3.94336837108667e-05,-2.48034894576833e-05,-5.68998954340974e-05,-3.32538679737154e-05,-4.06379350847622e-05,-3.61231112480483e-06,5.1705511093518e-06,4.94936701606379e-05,4.13997775263539e-07,8.08370678180337e-08,6.12767317943348e-05,9.86965502190811e-07,-0.00120623363792043
"east_of_england","beta18",0.000242955361480123,-4.78105803365161e-06,3.02630886458343e-05,1.5690091497821e-06,-5.22948406410548e-06,1.13504711063441e-06,-2.81499215656583e-06,4.44116205485443e-06,6.68773691556987e-07,-1.54906885694928e-07,-2.46564251534372e-06,1.11193665738724e-05,-1.4135767004131e-05,-2.63208209056116e-05,4.92084115810166e-06,-8.27610991709348e-08,1.59164163842008e-07,-6.43050112429608e-06,3.91333722714344e-06,2.24678535331284e-07,1.27090812373042e-06,-2.88652970972097e-06,-4.10225950254063e-06,5.42061027924943e-06,6.58827236203125e-06,-1.22701390741349e-05,-0.000481634432867033,-3.28494908714911e-09,1.4815283102376e-09,-3.53294034162153e-05,4.39854806491374e-05,6.32057011654409e-05,5.32401302964429e-05,-1.55169379626478e-05,2.96050559832801e-05,-0.000188298958160955,-1.69423764413816e-05,9.14780023336725e-05,1.63468513136362e-05,1.64938720544927e-05,2.15992021803768e-06,-1.28010894972052e-05,1.95933052193518e-06,-4.53395272320933e-07,7.35357407370772e-08,-3.0872143137731e-05,-2.04151612587888e-06,0.0125851931387341
"east_of_england","beta19",-0.000364748474949533,7.50537868665841e-06,-4.38344964609214e-05,-3.91278445020145e-06,9.31330810690432e-06,-2.37533269164646e-06,4.93322157918666e-06,-4.76039649497821e-06,2.20994619907471e-06,-8.60609465054123e-07,6.30202336480142e-06,-1.4135767004131e-05,2.66899297418088e-05,3.55925693308757e-05,-1.29734917775907e-05,4.22073923369271e-06,7.85832154220707e-06,1.8862496883003e-05,-1.31020103206413e-05,-5.83999619526473e-08,-3.06995130427973e-06,8.66769656774263e-06,4.64834199281144e-06,-6.98817831327719e-06,-1.47866897521586e-05,2.70061382420977e-05,0.000796974441799179,7.2184535363536e-09,-3.17108972038188e-09,8.56504682897734e-05,-5.16723133398435e-05,-0.000109107265266366,-0.000105492311214976,2.89222161703676e-05,-4.55557806478716e-05,0.00031965520307586,1.55590154916559e-05,-0.000190865498770477,-5.85673247598237e-05,-4.93916022156473e-05,-7.44537965216525e-06,2.5861332920348e-05,2.05295844389574e-05,9.70470146239699e-07,-5.95945309478812e-07,3.90546172192641e-05,4.09149909878992e-06,-0.0208046802595372
"east_of_england","beta2",-0.000826633587786388,1.41375449673459e-05,-0.000114646081993842,-1.22595638172539e-06,4.04035873973996e-05,-8.98520645698499e-06,4.87635344147949e-07,-7.58790344162402e-06,1.17169027575904e-06,2.19571287962632e-06,5.29114112734275e-06,-2.63208209056116e-05,3.55925693308757e-05,0.000168352599659495,-1.5429686233849e-05,1.32164305638099e-05,-1.34846051514724e-05,1.8702243536723e-05,-2.78140904779411e-05,-5.87034929879819e-06,-2.78683621602064e-06,4.48543718576533e-06,1.19141736542917e-05,5.1460293429874e-07,-2.19237233407026e-05,1.10894061538525e-05,0.00121025435383991,9.47423615991364e-09,-3.79255262740044e-09,4.13594927882065e-05,-0.000108667912515835,9.3373932213995e-05,-0.000206646350370083,9.07388421735461e-05,-9.01388578359559e-05,0.000736910836591813,3.88791811629459e-05,-0.000186354260514359,-1.00901025345536e-05,5.87874944630064e-05,1.57417735141631e-06,5.22089227986764e-05,-0.000190959663252551,1.55220009878688e-06,1.12814633153887e-06,0.000269866019144352,5.3848851177289e-07,-0.0448005836784982
"east_of_england","beta20",9.67993412189139e-05,-3.27711395546941e-06,4.16108142834543e-05,-1.40688766977429e-06,3.49988494619182e-06,5.78056817806287e-08,3.63011319244947e-07,1.62995024902423e-06,1.37633843417759e-06,-4.49583811392798e-07,4.42671909786097e-07,4.92084115810166e-06,-1.29734917775907e-05,-1.5429686233849e-05,2.73652778436734e-05,-1.11418339372433e-05,5.13686963921564e-06,-2.69354603707462e-05,-1.9693557279982e-06,-1.83107938125981e-06,3.67539993531834e-06,-7.20157066097909e-07,-2.81762547016352e-06,7.33400513719003e-06,-5.75024377730533e-06,3.47563212998577e-06,-0.000529231608339739,-1.67818054164308e-09,5.70321006344842e-10,-5.64527102584226e-05,0.00012257661397705,1.84470974968122e-05,7.29608919531385e-05,-0.000143999886078372,1.09506854247225e-05,-0.000245325383499985,-6.55192955308014e-05,3.71700186668268e-05,2.39960158858373e-05,-3.69593902440696e-05,-6.58663304103855e-05,-2.07427153111932e-05,0.000189636025670671,-7.92204287930617e-08,1.62529843894171e-06,4.77241377366821e-06,-2.42015344389631e-06,0.0215169714432676
"east_of_england","beta21",8.28363879573579e-06,4.33704047725724e-06,-1.627239483903e-05,6.62163676118311e-07,-6.81126241570327e-07,-1.59494528188152e-06,-3.98657416650281e-07,2.88221339097003e-06,5.60101237004282e-06,-3.45443539953512e-07,9.13411369144156e-07,-8.27610991709348e-08,4.22073923369271e-06,1.32164305638099e-05,-1.11418339372433e-05,2.68426240678234e-05,-5.91869561627336e-06,1.81776774309861e-05,8.91009518697047e-07,3.18376941653392e-06,-2.93836680220606e-06,3.19540386573517e-06,-2.18213746468831e-06,8.07609656313793e-06,-7.03954865448272e-06,2.39753656537059e-06,0.000179399130269105,2.9357965957595e-09,-1.83852093828424e-09,3.92887614113471e-05,1.25032889024213e-05,1.97728513503602e-05,-2.33917664685242e-05,0.000153943813462476,1.98011647631373e-06,0.000140727355887539,-1.07208120582659e-05,-4.99110408191478e-05,-3.14746417007055e-05,2.46801461230077e-05,2.71170876889984e-05,2.44992808726916e-06,-0.000146086522719568,-1.67029080163457e-08,-2.08103743284663e-07,0.000122645151364657,-6.81108209464651e-08,-0.00936249280205212
"east_of_england","beta22",-0.000104018426984399,3.12847203651037e-07,9.74057195032481e-06,-7.04031095697543e-06,6.18040545714876e-06,-6.65289145911858e-06,3.90001951969705e-06,5.5000454387549e-06,3.70609560772426e-06,-3.29310628914749e-06,9.94063031572958e-06,1.59164163842008e-07,7.85832154220707e-06,-1.34846051514724e-05,5.13686963921564e-06,-5.91869561627336e-06,7.35103079095685e-05,2.81684675718339e-06,-6.09296789737767e-06,2.18203165555051e-07,-4.90305178156984e-06,1.94204752709086e-05,7.48962304197989e-07,-4.1406691461222e-06,-2.75001213214608e-05,5.09227410692451e-05,-0.000634767296877602,3.67657270227203e-09,-5.97005585875437e-10,-2.19269222351696e-06,0.000162625172555136,-0.000108208835878003,5.11399893196367e-05,-3.71014626236217e-05,2.02111455131153e-05,-0.000112849737539225,-7.96324583509095e-05,-0.000104388758026574,-0.000140467872380567,-0.000193551867126333,6.31241364372852e-05,6.47538150119632e-06,0.000135615442484762,1.6046090384794e-06,-3.50641889125689e-08,0.000288424012957236,2.53427261422602e-06,0.00804370164785096
"east_of_england","beta23",-0.000238760906280373,7.85044075182119e-06,-4.35260238391986e-05,3.7055685110762e-07,-7.93675461803485e-06,3.39699966244596e-06,-1.50888752614262e-06,3.32189564393486e-06,4.50130586677179e-06,1.02645405707634e-07,3.82330079814803e-06,-6.43050112429608e-06,1.8862496883003e-05,1.8702243536723e-05,-2.69354603707462e-05,1.81776774309861e-05,2.81684675718339e-06,5.63832369627335e-05,1.71188351794073e-06,3.12716509119218e-06,-4.96678719423491e-06,6.72178800589928e-06,3.62932930475927e-07,-6.53536912472523e-07,-7.29041029662176e-06,1.50000252602493e-05,0.000669285395732825,5.66734835538068e-09,-2.75716276158358e-09,0.000138850941236028,-2.04817326927599e-05,-9.64076532570392e-06,-0.000134688705049404,0.000143739404769989,-2.55455806039813e-05,0.000287379559059873,-1.20086570725982e-05,-0.00010609087860102,-5.95138449814579e-05,-9.33264208405368e-05,0.000124098669662576,2.38223477663385e-05,-0.000199410293669005,-1.21459662467562e-07,-8.30255590472282e-07,0.000288736166361101,2.20997991544626e-06,-0.0200045213085974
"east_of_england","beta24",-0.000312316203928433,2.38336036229694e-06,5.52117051614879e-06,4.58822229029671e-10,-1.63225805532431e-05,1.25353773664554e-06,-1.43335980813437e-07,-3.67674499217351e-06,3.36076001558266e-06,2.47006878374196e-06,-5.22385211797877e-06,3.91333722714344e-06,-1.31020103206413e-05,-2.78140904779411e-05,-1.9693557279982e-06,8.91009518697047e-07,-6.09296789737767e-06,1.71188351794073e-06,8.4808316172604e-05,2.18148737435872e-06,-1.60162288002293e-06,-6.69439298920899e-06,1.08317136037505e-05,-1.69652623099092e-05,1.11403152246286e-05,3.85942581617947e-06,-8.20860416566319e-05,-7.23180166919841e-09,2.56235316468765e-09,1.74319957898453e-05,-8.11481464027965e-06,-0.000182512470691682,5.93628632442419e-05,-0.000117586445516084,-4.46688684635883e-06,-0.000210743428741824,4.58364506250989e-05,9.812730729139e-05,4.57572387369693e-05,-7.0550470727273e-05,0.000118578996480118,-5.81377560614709e-06,-0.000229989845720457,-1.16111665872841e-06,-1.60281389054176e-07,3.09790933294138e-05,-3.15637791305616e-06,0.000342700010644291
"east_of_england","beta3",-5.73536782328179e-05,1.26333541385834e-06,-2.24789573057583e-06,1.30732990835172e-06,-1.106868716294e-06,-5.48628103514862e-07,2.99941287985494e-07,3.67603324499353e-07,3.45031835451433e-07,-1.70912247270426e-07,1.71748720172593e-07,2.24678535331284e-07,-5.83999619526473e-08,-5.87034929879819e-06,-1.83107938125981e-06,3.18376941653392e-06,2.18203165555051e-07,3.12716509119218e-06,2.18148737435872e-06,2.9983227690128e-06,-1.53471558656999e-06,2.35485649992071e-06,-3.35069390372215e-06,2.9815928427558e-06,-1.89773003923593e-06,4.51499386585982e-08,-5.55218226696256e-05,-8.97775328538287e-11,-4.96607476561389e-10,-1.57682456018334e-05,-1.2903980501913e-05,-2.38476590191002e-05,9.18133388283765e-06,3.8231620199773e-05,-7.57505469780734e-07,1.38917408232942e-05,4.84968600093707e-06,-1.67853360041846e-05,-8.32630668702054e-06,1.039765605379e-05,7.49342175524769e-06,4.60489202986486e-07,-1.99823644114139e-05,1.67365043710216e-08,-1.49743180657803e-07,1.07729697400767e-05,-1.72910584480577e-07,-0.0011570181453227
"east_of_england","beta4",5.93031962456724e-05,-2.03679833308859e-06,8.33889790003772e-06,-4.05906178237029e-07,-1.21401409252124e-06,2.02273539703436e-06,-8.47126150109915e-07,-1.39931152433795e-07,-9.62074220101159e-07,3.13686533356289e-07,-1.21780983073574e-06,1.27090812373042e-06,-3.06995130427973e-06,-2.78683621602064e-06,3.67539993531834e-06,-2.93836680220606e-06,-4.90305178156984e-06,-4.96678719423491e-06,-1.60162288002293e-06,-1.53471558656999e-06,2.14099408202123e-06,-3.91022352648862e-06,4.5574194480081e-07,-3.2818519383849e-08,4.22455408918285e-06,-5.26830065220097e-06,-2.20470673094352e-05,-9.10750103518995e-10,4.51054421027015e-10,-5.58976259003251e-06,1.10789612688345e-05,2.30046221729555e-05,2.19204329260992e-06,-3.01454890079527e-05,1.50215538980514e-06,-4.39941826311669e-05,-2.32900536971869e-06,2.95954089986769e-05,2.02687114566648e-05,2.55563785453824e-06,-2.01538253190438e-05,-5.51056066613094e-06,5.2633490225468e-05,-2.32100961187433e-07,2.0638975780948e-07,-3.28587077233306e-05,-3.10424247244171e-07,0.00408633784430047
"east_of_england","beta5",-6.63279942075852e-05,3.84420052671721e-06,-8.71751307271656e-06,1.18114925306502e-07,4.74343571965602e-06,-4.95064699050863e-06,2.62495740412332e-06,2.31983622104036e-06,4.36278373896293e-06,-1.89421290141466e-06,5.19733843456066e-06,-2.88652970972097e-06,8.66769656774263e-06,4.48543718576533e-06,-7.20157066097909e-07,3.19540386573517e-06,1.94204752709086e-05,6.72178800589928e-06,-6.69439298920899e-06,2.35485649992071e-06,-3.91022352648862e-06,1.28241490107341e-05,-4.19405004756377e-06,4.2713981500956e-06,-1.76912481010067e-05,2.12182195741713e-05,-6.25463765223695e-05,4.06314491484456e-09,-1.82811598773323e-09,1.35068727645201e-05,1.06065088481533e-05,-5.00227406745361e-05,-3.80677160134266e-06,4.3107836321724e-05,7.24496063048526e-07,8.91102217705239e-05,-2.84777345191778e-05,-0.000106047415977784,-6.38352596109876e-05,-2.19762319990122e-05,1.64339505637166e-05,6.61892988660748e-06,-4.39585903571126e-05,7.91894385172736e-07,-1.68261581815332e-07,0.000108337514722052,1.22368759087372e-06,-0.00427358558244032
"east_of_england","beta6",-0.00016025097457566,1.74717293383776e-06,-8.72280641430433e-06,-6.29983696336604e-06,4.30212166913692e-06,-1.56988122572996e-06,2.89212426599055e-06,-5.24845307937427e-06,-1.10197588423121e-06,9.64566641491887e-07,1.05107146382263e-07,-4.10225950254063e-06,4.64834199281144e-06,1.19141736542917e-05,-2.81762547016352e-06,-2.18213746468831e-06,7.48962304197989e-07,3.62932930475927e-07,1.08317136037505e-05,-3.35069390372215e-06,4.5574194480081e-07,-4.19405004756377e-06,1.38311646051875e-05,-1.55268435561406e-05,3.13854349029928e-06,1.13017013240383e-05,0.000377481074446895,-1.79826220903579e-10,7.14852150194714e-10,5.52469164729059e-05,6.99253038856674e-06,-5.70025366781711e-05,-2.16112718598598e-05,-8.75828090497221e-05,-1.96552384827878e-05,-1.65611348013233e-05,1.27762971416993e-05,-3.26422335794696e-06,1.25587606032576e-05,-5.69931493056782e-05,1.26942946563604e-05,1.17933767418125e-05,-1.11677884199868e-05,-8.56853865616275e-08,1.43945243958363e-07,-4.06096955762853e-05,6.50824671154773e-07,-0.00376152136393801
"east_of_england","beta7",0.000231317560265122,-1.39720335529542e-06,1.16126384833209e-05,5.94270664281949e-06,1.58209713336462e-06,5.6864089301703e-07,-3.41272571237441e-06,7.56072092223902e-06,2.55984462120449e-06,-1.3044173513871e-06,1.12707918108322e-06,5.42061027924943e-06,-6.98817831327719e-06,5.1460293429874e-07,7.33400513719003e-06,8.07609656313793e-06,-4.1406691461222e-06,-6.53536912472523e-07,-1.69652623099092e-05,2.9815928427558e-06,-3.2818519383849e-08,4.2713981500956e-06,-1.55268435561406e-05,2.58557413133211e-05,-1.00123860973373e-05,-1.2960979205155e-05,-0.000464357112840922,1.5992878041865e-09,-1.31612506603108e-09,-6.20329943506159e-05,6.64140787252653e-05,0.000115013714067858,4.75508295665211e-05,0.000118923160645873,1.78320350189416e-05,1.90478789395407e-05,-5.49251248288992e-05,1.96592790725919e-05,-1.80634741622767e-05,5.53328951439034e-05,-2.96110571101983e-05,-1.42070701642692e-05,4.25425630062545e-05,1.50604811825884e-07,4.68845784148214e-07,0.000127911803375917,-1.8882337745867e-06,0.00537434079209141
