"region","name","initial","min","max","discrete","include"
"east_of_england","alpha_D",0.589680939509981,0,1,FALSE,TRUE
"east_of_england","alpha_H",0.00790846920854956,0,1,FALSE,TRUE
"east_of_england","beta1",0.129645744309448,0,1,FALSE,TRUE
"east_of_england","beta10",0.0475777095539334,0,1,FALSE,TRUE
"east_of_england","beta11",0.0435454757625666,0,1,FALSE,TRUE
"east_of_england","beta12",0.0448468337516739,0,1,FALSE,TRUE
"east_of_england","beta13",0.0412524012108986,0,1,FALSE,TRUE
"east_of_england","beta14",0.0707498694910806,0,1,FALSE,TRUE
"east_of_england","beta15",0.0556094079546943,0,1,FALSE,TRUE
"east_of_england","beta16",0.0363708820015231,0,1,FALSE,TRUE
"east_of_england","beta17",0.0421909131628369,0,1,FALSE,TRUE
"east_of_england","beta18",0.0630550248365944,0,1,FALSE,TRUE
"east_of_england","beta19",0.0453117616542606,0,1,FALSE,TRUE
"east_of_england","beta2",0.031383183349504,0,1,FALSE,TRUE
"east_of_england","beta20",0.0824434592409862,0,1,FALSE,TRUE
"east_of_england","beta21",0.108734078909584,0,1,FALSE,TRUE
"east_of_england","beta22",0.120769967821999,0,1,FALSE,TRUE
"east_of_england","beta23",0.0920033989612356,0,1,FALSE,TRUE
"east_of_england","beta24",0.112241052768144,0,1,FALSE,TRUE
"east_of_england","beta3",0.0330396960921282,0,1,FALSE,TRUE
"east_of_england","beta4",0.025811255944999,0,1,FALSE,TRUE
"east_of_england","beta5",0.0323257662811818,0,1,FALSE,TRUE
"east_of_england","beta6",0.0302713806114527,0,1,FALSE,TRUE
"east_of_england","beta7",0.0364765653103006,0,1,FALSE,TRUE
"east_of_england","beta8",0.0508843902741398,0,1,FALSE,TRUE
"east_of_england","beta9",0.0555303564105657,0,1,FALSE,TRUE
"east_of_england","eps",0.244491856894826,0,1,FALSE,TRUE
"east_of_england","m_CHR",6.98252731900934e-06,0,1,FALSE,TRUE
"east_of_england","m_CHW",5.15694290011057e-06,0,1,FALSE,TRUE
"east_of_england","mu_D",0.28753310649934,0,1,FALSE,TRUE
"east_of_england","mu_D_2",0.709539498319592,0,1,FALSE,TRUE
"east_of_england","mu_gamma_H",0.95310502266517,0,2,FALSE,TRUE
"east_of_england","mu_gamma_H_2",0.754705695474466,0,2,FALSE,TRUE
"east_of_england","mu_gamma_H_3",0.624639789976482,0,2,FALSE,TRUE
"east_of_england","p_G_D",0.0703718070562463,0,1,FALSE,TRUE
"east_of_england","p_G_D_CHR",0.369321845042746,0,1,FALSE,TRUE
"east_of_england","p_H",0.356962327112576,0,1,FALSE,TRUE
"east_of_england","p_H_2",0.919417043330392,0,1,FALSE,TRUE
"east_of_england","p_H_3",0.961755175721667,0,1,FALSE,TRUE
"east_of_england","p_H_D",0.557084509141895,0,1,FALSE,TRUE
"east_of_england","p_ICU",0.31688454127402,0,1,FALSE,TRUE
"east_of_england","p_ICU_2",0.113347637129524,0,1,FALSE,TRUE
"east_of_england","p_ICU_D",0.772279751948407,0,1,FALSE,TRUE
"east_of_england","p_NC",0.00463377468939973,0,1,FALSE,TRUE
"east_of_england","p_NC_weekend",0.00288146836558253,0,1,FALSE,TRUE
"east_of_england","p_W_D",0.368007303893736,0,1,FALSE,TRUE
"east_of_england","rho_pillar2_tests",0.00370908064894144,0,1,FALSE,TRUE
"east_of_england","start_date",40,1,75,TRUE,TRUE
"midlands","alpha_D",0.275091917656358,0,1,FALSE,TRUE
"midlands","alpha_H",0.0103303189048081,0,1,FALSE,TRUE
"midlands","beta1",0.104558643388322,0,1,FALSE,TRUE
"midlands","beta10",0.0557856670210642,0,1,FALSE,TRUE
"midlands","beta11",0.0444464053882714,0,1,FALSE,TRUE
"midlands","beta12",0.0319113331831484,0,1,FALSE,TRUE
"midlands","beta13",0.0400203123280449,0,1,FALSE,TRUE
"midlands","beta14",0.0628254116002942,0,1,FALSE,TRUE
"midlands","beta15",0.0573228461382233,0,1,FALSE,TRUE
"midlands","beta16",0.0432083327439251,0,1,FALSE,TRUE
"midlands","beta17",0.0409961983432345,0,1,FALSE,TRUE
"midlands","beta18",0.0602949749671873,0,1,FALSE,TRUE
"midlands","beta19",0.0530808429918149,0,1,FALSE,TRUE
"midlands","beta2",0.0440647312901961,0,1,FALSE,TRUE
"midlands","beta20",0.0794175247950701,0,1,FALSE,TRUE
"midlands","beta21",0.124527732288652,0,1,FALSE,TRUE
"midlands","beta22",0.108728822803057,0,1,FALSE,TRUE
"midlands","beta23",0.103046997388544,0,1,FALSE,TRUE
"midlands","beta24",0.118148293284527,0,1,FALSE,TRUE
"midlands","beta3",0.0151166853326308,0,1,FALSE,TRUE
"midlands","beta4",0.0330598075616993,0,1,FALSE,TRUE
"midlands","beta5",0.0305491709218846,0,1,FALSE,TRUE
"midlands","beta6",0.037868193482545,0,1,FALSE,TRUE
"midlands","beta7",0.0280151246494352,0,1,FALSE,TRUE
"midlands","beta8",0.0676365523527411,0,1,FALSE,TRUE
"midlands","beta9",0.0480321256631214,0,1,FALSE,TRUE
"midlands","eps",0.771033973251406,0,1,FALSE,TRUE
"midlands","m_CHR",6.58463384870907e-06,0,1,FALSE,TRUE
"midlands","m_CHW",2.13268311114108e-06,0,1,FALSE,TRUE
"midlands","mu_D",0.459801624492678,0,1,FALSE,TRUE
"midlands","mu_D_2",0.825678735110453,0,1,FALSE,TRUE
"midlands","mu_gamma_H",0.959692993745322,0,2,FALSE,TRUE
"midlands","mu_gamma_H_2",0.83788902473756,0,2,FALSE,TRUE
"midlands","mu_gamma_H_3",0.596192046151537,0,2,FALSE,TRUE
"midlands","p_G_D",0.0297098978271885,0,1,FALSE,TRUE
"midlands","p_G_D_CHR",0.323058726174964,0,1,FALSE,TRUE
"midlands","p_H",0.436537584432131,0,1,FALSE,TRUE
"midlands","p_H_2",0.991657692024275,0,1,FALSE,TRUE
"midlands","p_H_3",0.954412075154949,0,1,FALSE,TRUE
"midlands","p_H_D",0.386529309494296,0,1,FALSE,TRUE
"midlands","p_ICU",0.186318254437057,0,1,FALSE,TRUE
"midlands","p_ICU_2",0.129817589039203,0,1,FALSE,TRUE
